university name,program,country,gre score,toefl score,cgpa,deadline,required documents,tuition fee,chance of admit
university of michigan,Robotics Engineering,USA,324,113,8.3,"Oct 15, 2026","SOP, LOR (3), Transcripts, Resume, Passport Copy, GRE Score Report, Financial Proof",48788,0.75
university college london,Cybersecurity,UK,315,108,9.3,"Feb 01, 2026","SOP, LOR (3), Transcripts, Resume, Passport Copy, IELTS/TOEFL Report, Financial Proof",33500,0.72
rmit university,Data Science,Australia,322,104,8.1,"Jun 01, 2026","SOP, LOR (3), Transcripts, Resume, Passport Copy, IELTS Report, Financial Proof, Health Insurance",27657,0.85
university of edinburgh,AI & ML,UK,316,110,8.28,"Feb 01, 2026","SOP, LOR (3), Transcripts, Resume, Passport Copy, IELTS/TOEFL Report, Financial Proof",31944,0.67
eth zurich,AI & Machine Learning,Switzerland,331,107,9.02,"Oct 01, 2026","SOP, LOR (2), Transcripts, Resume, Passport Copy, Language Proficiency Certificate, Motivation Letter",1778,0.58
singapore management university,Business Analytics,Singapore,305,90,8.55,"Nov 01, 2026","SOP, LOR (3), Transcripts, Resume, Passport Copy, IELTS/TOEFL Report, Financial Proof",17211,0.71
university of edinburgh,Information Systems,UK,331,103,8.96,"Apr 01, 2026","SOP, LOR (3), Transcripts, Resume, Passport Copy, IELTS/TOEFL Report, Financial Proof",30527,0.75
university of leeds,Electrical Engineering,UK,306,93,7.53,"Dec 01, 2025","SOP, LOR (3), Transcripts, Resume, Passport Copy, IELTS/TOEFL Report, Financial Proof",25344,0.71
mcmaster university,Digital Transformation,Canada,323,107,8.44,"May 15, 2026","SOP, LOR (3), Transcripts, Resume, Passport Copy, GRE Score Report, Financial Proof, Study Permit",20957,0.83
tokyo institute of technology,Digital Transformation,Japan,319,112,8.54,"Jan 15, 2026","SOP, LOR (2), Transcripts, Resume, Passport Copy, Language Proficiency Certificate, Financial Proof",5214,0.68
delft university of technology,Data Science,Netherlands,336,119,8.2,"Jun 30, 2026","SOP, LOR (2), Transcripts, Resume, Passport Copy, IELTS/TOEFL Report, Financial Proof",19914,0.65
university of illinois urbana-champaign,AI & ML,USA,316,113,9.28,"Mar 01, 2026","SOP, LOR (3), Transcripts, Resume, Passport Copy, GRE Score Report, Financial Proof",32950,0.71
university of southampton,Robotics Engineering,UK,317,108,7.79,"Apr 01, 2026","SOP, LOR (3), Transcripts, Resume, Passport Copy, IELTS/TOEFL Report, Financial Proof",24617,0.81
singapore management university,Information Systems,Singapore,319,105,8.18,"Feb 15, 2026","SOP, LOR (3), Transcripts, Resume, Passport Copy, IELTS/TOEFL Report, Financial Proof",16707,0.78
northwestern university,Bioinformatics,USA,329,104,9.44,"Oct 01, 2026","SOP, LOR (3), Transcripts, Resume, Passport Copy, GRE Score Report, Financial Proof",56102,0.71
mcgill university,Human-Computer Interaction,Canada,330,101,8.99,"May 15, 2026","SOP, LOR (3), Transcripts, Resume, Passport Copy, GRE Score Report, Financial Proof, Study Permit",25289,0.77
johns hopkins university,Network Engineering,USA,328,103,7.74,"Apr 15, 2026","SOP, LOR (3), Transcripts, Resume, Passport Copy, GRE Score Report, Financial Proof",57341,0.64
boston university,Electrical Engineering,USA,316,99,8.78,"Apr 15, 2026","SOP, LOR (3), Transcripts, Resume, Passport Copy, GRE Score Report, Financial Proof",43242,0.81
university of southern california,Engineering,USA,323,103,6.61,"Apr 15, 2026","SOP, LOR (3), Transcripts, Resume, Passport Copy, GRE Score Report, Financial Proof",48249,0.75
humboldt university berlin,Computer Science,Germany,318,111,7.64,"Jun 30, 2026","SOP, LOR (2), Transcripts, Resume, Passport Copy, Language Proficiency Certificate, Motivation Letter, APS Certificate",383,0.66
university of manchester,Digital Transformation,UK,329,110,9.06,"Nov 15, 2026","SOP, LOR (3), Transcripts, Resume, Passport Copy, IELTS/TOEFL Report, Financial Proof",24946,0.71
duke university,Robotics Engineering,USA,329,114,8.83,"May 01, 2026","SOP, LOR (3), Transcripts, Resume, Passport Copy, GRE Score Report, Financial Proof",55610,0.71
national university of singapore,Network Engineering,Singapore,338,117,8.47,"May 01, 2026","SOP, LOR (3), Transcripts, Resume, Passport Copy, IELTS/TOEFL Report, Financial Proof",20619,0.64
tokyo institute of technology,Human-Computer Interaction,Japan,323,102,9.23,"Dec 01, 2025","SOP, LOR (2), Transcripts, Resume, Passport Copy, Language Proficiency Certificate, Financial Proof",7096,0.72
university of manchester,Computational Finance,UK,318,102,7.88,"Oct 15, 2026","SOP, LOR (3), Transcripts, Resume, Passport Copy, IELTS/TOEFL Report, Financial Proof",25534,0.65
cornell university,Digital Transformation,USA,331,106,9.0,"Dec 01, 2025","SOP, LOR (3), Transcripts, Resume, Passport Copy, GRE Score Report, Financial Proof",56058,0.71
university of hamburg,Business Analytics,Germany,305,98,8.31,"Nov 01, 2026","SOP, LOR (2), Transcripts, Resume, Passport Copy, Language Proficiency Certificate, Motivation Letter, APS Certificate",804,0.74
university of hamburg,Network Engineering,Germany,315,102,7.85,"Dec 01, 2025","SOP, LOR (2), Transcripts, Resume, Passport Copy, Language Proficiency Certificate, Motivation Letter, APS Certificate",1813,0.77
university of california los angeles,Information Systems,USA,315,110,8.26,"Jan 15, 2026","SOP, LOR (3), Transcripts, Resume, Passport Copy, GRE Score Report, Financial Proof",42372,0.71
eth zurich,Business Analytics,Switzerland,334,109,8.37,"Feb 01, 2026","SOP, LOR (2), Transcripts, Resume, Passport Copy, Language Proficiency Certificate, Motivation Letter",867,0.57
university of queensland,Business Analytics,Australia,316,110,7.86,"Dec 15, 2025","SOP, LOR (3), Transcripts, Resume, Passport Copy, IELTS Report, Financial Proof, Health Insurance",34921,0.64
new york university,Machine Learning,USA,309,103,8.55,"Jun 01, 2026","SOP, LOR (3), Transcripts, Resume, Passport Copy, GRE Score Report, Financial Proof",50056,0.83
johns hopkins university,Data Analytics,USA,321,107,9.0,"Mar 15, 2026","SOP, LOR (3), Transcripts, Resume, Passport Copy, GRE Score Report, Financial Proof",57400,0.71
university of freiburg,Cloud Computing,Germany,308,98,6.64,"Oct 15, 2026","SOP, LOR (2), Transcripts, Resume, Passport Copy, Language Proficiency Certificate, Motivation Letter, APS Certificate",1903,0.7
rwth aachen,Computer Science,Germany,328,107,9.33,"Apr 01, 2026","SOP, LOR (2), Transcripts, Resume, Passport Copy, Language Proficiency Certificate, Motivation Letter, APS Certificate",576,0.75
university of amsterdam,Electrical Engineering,Netherlands,322,104,8.11,"Jul 15, 2026","SOP, LOR (2), Transcripts, Resume, Passport Copy, IELTS/TOEFL Report, Financial Proof",16666,0.63
singapore management university,Robotics Engineering,Singapore,311,94,7.36,"Mar 15, 2026","SOP, LOR (3), Transcripts, Resume, Passport Copy, IELTS/TOEFL Report, Financial Proof",15688,0.73
university of new south wales,Computational Finance,Australia,329,101,7.5,"Nov 15, 2026","SOP, LOR (3), Transcripts, Resume, Passport Copy, IELTS Report, Financial Proof, Health Insurance",34903,0.65
northeastern university,Computer Science,USA,306,105,7.13,"Jun 01, 2026","SOP, LOR (3), Transcripts, Resume, Passport Copy, GRE Score Report, Financial Proof",40027,0.78
nanyang technological university,Data Science,Singapore,334,106,8.32,"Nov 01, 2026","SOP, LOR (3), Transcripts, Resume, Passport Copy, IELTS/TOEFL Report, Financial Proof",19187,0.54
university of texas at austin,Cloud Computing,USA,308,94,8.17,"Jun 30, 2026","SOP, LOR (3), Transcripts, Resume, Passport Copy, GRE Score Report, Financial Proof",30144,0.72
university of freiburg,Machine Learning,Germany,315,98,8.75,"Jul 15, 2026","SOP, LOR (2), Transcripts, Resume, Passport Copy, Language Proficiency Certificate, Motivation Letter, APS Certificate",2898,0.78
osaka university,Machine Learning,Japan,325,106,8.42,"May 01, 2026","SOP, LOR (2), Transcripts, Resume, Passport Copy, Language Proficiency Certificate, Financial Proof",5955,0.65
national university of ireland galway,Engineering,Ireland,325,90,7.9,"Dec 01, 2025","SOP, LOR (3), Transcripts, Resume, Passport Copy, IELTS Report, Financial Proof",15017,0.81
university of queensland,Computational Finance,Australia,330,112,8.58,"Jan 01, 2026","SOP, LOR (3), Transcripts, Resume, Passport Copy, IELTS Report, Financial Proof, Health Insurance",34658,0.75
tokyo institute of technology,Human-Computer Interaction,Japan,318,111,9.44,"Nov 15, 2026","SOP, LOR (2), Transcripts, Resume, Passport Copy, Language Proficiency Certificate, Financial Proof",5741,0.71
university of california san diego,Computer Science,USA,318,114,8.24,"Jul 15, 2026","SOP, LOR (3), Transcripts, Resume, Passport Copy, GRE Score Report, Financial Proof",41790,0.64
harvard university,AI & Robotics,USA,336,111,8.18,"Apr 15, 2026","SOP, LOR (3), Transcripts, Resume, Passport Copy, GRE Score Report, Financial Proof",55512,0.63
university of british columbia,Software Engineering,Canada,330,111,7.57,"Nov 15, 2026","SOP, LOR (3), Transcripts, Resume, Passport Copy, GRE Score Report, Financial Proof, Study Permit",27018,0.68
university of toronto,Cloud Computing,Canada,328,113,9.14,"Feb 15, 2026","SOP, LOR (3), Transcripts, Resume, Passport Copy, GRE Score Report, Financial Proof, Study Permit",29023,0.61
osaka university,Digital Transformation,Japan,320,102,8.68,"Feb 01, 2026","SOP, LOR (2), Transcripts, Resume, Passport Copy, Language Proficiency Certificate, Financial Proof",3766,0.66
university of bern,Software Engineering,Switzerland,321,98,6.94,"Dec 01, 2025","SOP, LOR (2), Transcripts, Resume, Passport Copy, Language Proficiency Certificate, Motivation Letter",2777,0.82
national university of ireland galway,Computational Finance,Ireland,324,98,8.07,"Dec 01, 2025","SOP, LOR (3), Transcripts, Resume, Passport Copy, IELTS Report, Financial Proof",16859,0.86
university of tokyo,Data Analytics,Japan,335,118,9.69,"Apr 01, 2026","SOP, LOR (2), Transcripts, Resume, Passport Copy, Language Proficiency Certificate, Financial Proof",5666,0.63
karlsruhe institute of technology,Human-Computer Interaction,Germany,330,111,8.53,"Mar 15, 2026","SOP, LOR (2), Transcripts, Resume, Passport Copy, Language Proficiency Certificate, Motivation Letter, APS Certificate",678,0.69
monash university,Computational Finance,Australia,329,110,7.51,"May 01, 2026","SOP, LOR (3), Transcripts, Resume, Passport Copy, IELTS Report, Financial Proof, Health Insurance",31797,0.66
university of geneva,Computer Science,Switzerland,312,103,8.7,"Mar 01, 2026","SOP, LOR (2), Transcripts, Resume, Passport Copy, Language Proficiency Certificate, Motivation Letter",1123,0.77
university of manchester,AI & ML,UK,318,100,8.46,"Nov 01, 2026","SOP, LOR (3), Transcripts, Resume, Passport Copy, IELTS/TOEFL Report, Financial Proof",23098,0.69
university of bristol,AI & Robotics,UK,312,93,7.59,"Dec 15, 2025","SOP, LOR (3), Transcripts, Resume, Passport Copy, IELTS/TOEFL Report, Financial Proof",26395,0.77
karlsruhe institute of technology,Software Engineering,Germany,317,114,9.03,"Jul 15, 2026","SOP, LOR (2), Transcripts, Resume, Passport Copy, Language Proficiency Certificate, Motivation Letter, APS Certificate",3061,0.72
university of illinois urbana-champaign,Data Analytics,USA,316,112,8.13,"Jan 01, 2026","SOP, LOR (3), Transcripts, Resume, Passport Copy, GRE Score Report, Financial Proof",33840,0.7
university of michigan,Human-Computer Interaction,USA,316,109,8.72,"Jan 01, 2026","SOP, LOR (3), Transcripts, Resume, Passport Copy, GRE Score Report, Financial Proof",47768,0.64
university of michigan,Computational Finance,USA,316,109,9.2,"Jan 15, 2026","SOP, LOR (3), Transcripts, Resume, Passport Copy, GRE Score Report, Financial Proof",47645,0.71
university of queensland,Software Engineering,Australia,315,114,8.27,"Nov 15, 2026","SOP, LOR (3), Transcripts, Resume, Passport Copy, IELTS Report, Financial Proof, Health Insurance",33753,0.69
university of warwick,Computer Science,UK,319,106,7.25,"Jan 15, 2026","SOP, LOR (3), Transcripts, Resume, Passport Copy, IELTS/TOEFL Report, Financial Proof",26788,0.75
leiden university,AI & ML,Netherlands,321,104,8.77,"May 15, 2026","SOP, LOR (2), Transcripts, Resume, Passport Copy, IELTS/TOEFL Report, Financial Proof",15049,0.69
national university of singapore,Human-Computer Interaction,Singapore,330,112,8.28,"Dec 15, 2025","SOP, LOR (3), Transcripts, Resume, Passport Copy, IELTS/TOEFL Report, Financial Proof",19180,0.55
delft university of technology,Information Systems,Netherlands,336,114,9.17,"Feb 01, 2026","SOP, LOR (2), Transcripts, Resume, Passport Copy, IELTS/TOEFL Report, Financial Proof",19216,0.61
university of manchester,Network Engineering,UK,325,109,8.24,"Oct 01, 2026","SOP, LOR (3), Transcripts, Resume, Passport Copy, IELTS/TOEFL Report, Financial Proof",23033,0.71
trinity college dublin,Engineering,Ireland,316,107,8.51,"Dec 15, 2025","SOP, LOR (3), Transcripts, Resume, Passport Copy, IELTS Report, Financial Proof",22291,0.66
university of toronto,Data Science,Canada,331,107,8.68,"Sep 01, 2026","SOP, LOR (3), Transcripts, Resume, Passport Copy, GRE Score Report, Financial Proof, Study Permit",29735,0.61
tu munich,Network Engineering,Germany,335,115,9.23,"May 01, 2026","SOP, LOR (2), Transcripts, Resume, Passport Copy, Language Proficiency Certificate, Motivation Letter, APS Certificate",2714,0.61
deakin university,Data Analytics,Australia,305,87,7.8,"Mar 15, 2026","SOP, LOR (3), Transcripts, Resume, Passport Copy, IELTS Report, Financial Proof, Health Insurance",25616,0.82
tu munich,Network Engineering,Germany,331,112,8.96,"Jun 01, 2026","SOP, LOR (2), Transcripts, Resume, Passport Copy, Language Proficiency Certificate, Motivation Letter, APS Certificate",2357,0.58
university of california los angeles,Computer Science,USA,326,100,7.65,"Oct 15, 2026","SOP, LOR (3), Transcripts, Resume, Passport Copy, GRE Score Report, Financial Proof",42122,0.63
imperial college london,Human-Computer Interaction,UK,331,116,8.09,"Mar 01, 2026","SOP, LOR (3), Transcripts, Resume, Passport Copy, IELTS/TOEFL Report, Financial Proof",37121,0.56
university of california san diego,Software Engineering,USA,323,105,8.18,"Mar 15, 2026","SOP, LOR (3), Transcripts, Resume, Passport Copy, GRE Score Report, Financial Proof",43271,0.65
harvard university,Business Analytics,USA,333,108,8.04,"Feb 01, 2026","SOP, LOR (3), Transcripts, Resume, Passport Copy, GRE Score Report, Financial Proof",55774,0.56
yale university,Machine Learning,USA,331,114,8.91,"May 15, 2026","SOP, LOR (3), Transcripts, Resume, Passport Copy, GRE Score Report, Financial Proof",58514,0.63
tu berlin,Network Engineering,Germany,318,92,6.77,"Mar 01, 2026","SOP, LOR (2), Transcripts, Resume, Passport Copy, Language Proficiency Certificate, Motivation Letter, APS Certificate",735,0.7
university of nottingham,Cybersecurity,UK,315,103,8.75,"Dec 15, 2025","SOP, LOR (3), Transcripts, Resume, Passport Copy, IELTS/TOEFL Report, Financial Proof",23001,0.84
university of amsterdam,Data Science,Netherlands,332,109,9.08,"Mar 15, 2026","SOP, LOR (2), Transcripts, Resume, Passport Copy, IELTS/TOEFL Report, Financial Proof",16342,0.72
university of oxford,Engineering,UK,340,111,9.45,"Nov 15, 2026","SOP, LOR (3), Transcripts, Resume, Passport Copy, IELTS/TOEFL Report, Financial Proof",36927,0.62
university of bonn,Cloud Computing,Germany,325,106,7.36,"Jul 15, 2026","SOP, LOR (2), Transcripts, Resume, Passport Copy, Language Proficiency Certificate, Motivation Letter, APS Certificate",2025,0.78
university of southampton,Robotics Engineering,UK,320,105,7.59,"Jun 01, 2026","SOP, LOR (3), Transcripts, Resume, Passport Copy, IELTS/TOEFL Report, Financial Proof",25380,0.82
delft university of technology,Data Analytics,Netherlands,331,112,9.79,"Mar 15, 2026","SOP, LOR (2), Transcripts, Resume, Passport Copy, IELTS/TOEFL Report, Financial Proof",18851,0.63
university of manchester,Information Systems,UK,327,105,9.37,"Apr 01, 2026","SOP, LOR (3), Transcripts, Resume, Passport Copy, IELTS/TOEFL Report, Financial Proof",24532,0.74
duke university,AI & ML,USA,324,114,8.54,"Nov 01, 2026","SOP, LOR (3), Transcripts, Resume, Passport Copy, GRE Score Report, Financial Proof",55942,0.68
university of bonn,Network Engineering,Germany,315,103,7.54,"Jun 30, 2026","SOP, LOR (2), Transcripts, Resume, Passport Copy, Language Proficiency Certificate, Motivation Letter, APS Certificate",1671,0.76
free university berlin,Machine Learning,Germany,313,102,6.56,"Mar 15, 2026","SOP, LOR (2), Transcripts, Resume, Passport Copy, Language Proficiency Certificate, Motivation Letter, APS Certificate",1809,0.71
purdue university,Cybersecurity,USA,307,99,8.44,"Oct 15, 2026","SOP, LOR (3), Transcripts, Resume, Passport Copy, GRE Score Report, Financial Proof",29100,0.78
university of oxford,Software Engineering,UK,328,108,8.14,"Oct 15, 2026","SOP, LOR (3), Transcripts, Resume, Passport Copy, IELTS/TOEFL Report, Financial Proof",35156,0.53
university of toronto,Machine Learning,Canada,333,114,9.49,"Apr 01, 2026","SOP, LOR (3), Transcripts, Resume, Passport Copy, GRE Score Report, Financial Proof, Study Permit",29799,0.61
